StepID,ParentID,Başlık,Açıklama,Seçenekler,Kaynak/Link,GörünürEğer,Seçenek Info,Seçenek Pros,Seçenek Cons,Terimler
151,1,Tasarım: Wireframe,Düşük/orta seviye wireframe.,[-],Figma,step:1=Tasarım,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
152,1,Tasarım: UI Kit,Bileşen kütüphanesi ve otomatik layout.,[-],Figma,step:1=Tasarım,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
153,1,Tasarım: Kullanılabilirlik Testi,5 kullanıcı ile hızlı test (ops.).,[-],-,step:1=Tasarım,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
,,,,,,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
160,1,İçerik-SEO: Audit,"Site tekniği, içerik boşlukları, rakipler.",[-],"Ahrefs, GSC",step:1=İçerik-SEO,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
161,1,İçerik-SEO: Üretim,Takvim; briefe göre yazılar; yayın ve iç link.,[-],Notion/WordPress,step:1=İçerik-SEO,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
162,1,İçerik-SEO: Raporlama,Position/organik trafik/lead raporu.,[-],Looker Studio,step:1=İçerik-SEO,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
,,,,,,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
170,1,NoCode: Bilgi Mimarisi,"Tablolar, veri akışı, yetkiler.",[-],-,step:1=NoCode,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
171,1,NoCode: Uygulama,"Yapılandırma, entegrasyon, test.",[-],Webflow/Bubble,step:1=NoCode,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
172,1,NoCode: Eğitim/Handover,Kısa eğitim ve dokümantasyon.,[-],Loom,step:1=NoCode,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
,,,,,,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
180,1,Veri/AI: Veri Toplama,Kaynak → temizleme → saklama.,[-],-,step:1=Veri/AI,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
181,1,Veri/AI: Model/POC,Küçük veri seti ile POC.,[-],-,step:1=Veri/AI,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
182,1,Veri/AI: Sunum & Handover,"Bulgu/öneri raporu, kod ve dashboard.",[-],Looker Studio,step:1=Veri/AI,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
,,,,,,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
190,0,Kalite Güvencesi,"Checklist: kapsam, deadline, iletişim, teslim dosyaları.",[-],QC Checklist,,,,,SOW: Statement of Work / Kapsam || Milestone: Ara teslim hedefi
191,0,Revizyon Süreci,Revizyon turları ve talep biçimi.,[-],-,,,,,Revision: Düzeltme turu
192,0,Değişiklik Talebi (Scope),Kapsam dışı işler için teklif eki ve onay akışı.,[-],-,,,,,SOW: Statement of Work / Kapsam || Scope Creep: Kapsam dışına taşma
193,0,Teslim Paketi,"Kaynak dosyalar, dokümantasyon, eğitim linkleri.",[-],-,,,,,Milestone: Ara teslim hedefi
194,0,Kapanış Çağrısı,"Özet, başarılar, sonrası bakım/retainer teklifi.",[-],-,,,,,Retainer: Aylık sabit hizmet sözleşmesi
195,0,Testimonial & Case,Geri bildirim formu; case study’ye çevir.,[-],-,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
196,0,Referans Programı,Yeni müşteri getirenlere %10–15 komisyon.,[-],-,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
,,,,,,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
200,0,Günlük Rutin,"30 dk pipeline, 30 dk üretim, 15 dk sosyal; takvime yaz.",[-],Google Calendar,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
201,0,Haftalık Pipeline İncelemesi,Kazan/kaybet analizi; mesaj şablonlarını güncelle.,[-],-,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
202,0,Portfolyo Güncelleme,"Ayda 1 yeni case, 1 demo.",[-],-,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
203,0,Fiyat Güncelleme,3–6 ayda bir yeni fiyat skalası.,[-],-,,,,,Net 30/15: Ödeme vadesi
204,0,Ürünleştirme,En çok satan hizmeti paketle ve templatize et.,[-],-,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
205,0,Alt Yüklenici Ağı,Alanına göre 2–3 freelancer ile işbirliği ağı.,[-],-,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
206,0,Muhasebe & Vergi,"Takvim, gider/fatura kaydı, beyan.",[-],"Paraşüt, Gelir İdaresi",,,,,e-Arşiv/e-Fatura: Gelir İdaresi entegrasyonu
207,0,Risk & Sözleşme Güncelleme,Şablonları 6 ayda bir gözden geçir.,[-],-,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
208,0,Workshop/Webinar (ops),Aylık ücretsiz mini eğitim ile inbound lead.,[-],-,,,,,Net 30/15: Ödeme vadesi
209,0,Yıllık Hedefler,"% gelir hedefi, niş derinliği, ürünleşme planı.",[-],-,,,,,Proje Döngüsü: Brief → Teklif → Kapsam → Teslim → Fatura
