StepID,ParentID,Başlık,Açıklama,Seçenekler,Kaynak/Link,GörünürEğer,Seçenek Info,Seçenek Pros,Seçenek Cons,Terimler
121,1,Arbitraj: Repricer (ops),Otomatik fiyatlandırma aracı.,"[RepricerExpress, Seller Snap, Yok]",-,step:1=Arbitraj,RepricerExpress: RepricerExpress için kısa açıklama. || Seller Snap: Seller Snap için kısa açıklama. || Yok: Yok için kısa açıklama.,Uygulaması kolay || Uygulaması kolay || Uygulaması kolay,Her senaryoda uygun olmayabilir || Her senaryoda uygun olmayabilir || Her senaryoda uygun olmayabilir,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
122,1,Arbitraj: Stok Döngüsü,Hızlı stok yenileme ve geri sipariş.,[-],-,step:1=Arbitraj,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
,,,,,,,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
130,1,Pazaryeri: Ürün Açılışı,Zorunlu alanlar; varyant/renk/beden.,[-],Satıcı Merkezi,step:1=Pazaryeri,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
131,1,Pazaryeri: Medya Kuralları,"Görsel boyutları, sıralama, video (ops.).",[-],Platform Docs,step:1=Pazaryeri,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
132,1,Pazaryeri: SEO Başlık & Açıklama,"Kelime sırası, nitelikler, etiketler.",[-],-,step:1=Pazaryeri,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
133,1,Pazaryeri: Kategori Özgü Alanlar,Giyim/elektronik vb. zorunlu alanlar.,[-],-,step:1=Pazaryeri,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
,,,,,,,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
140,0,Müşteri Desteği,Kanal/e-posta/telefon şablonları; SLA.,[-],"Zendesk, Gorgias",,,,,3D Secure / Sanal POS: Güvenli ödeme doğrulaması
141,0,İade/Değişim Akışı,"Form, adres, kargo etiketi; şartlar.",[-],-,,,,,Desi: Kargo hacim ağırlığı hesabı
142,0,Faturalandırma,E-fatura senaryoları; iade/iptal.,[-],-,,,,,İade/İptal Koşulları: Süre ve iade adresi
143,0,Kargo SLA,"Tahmini teslimat, gecikme mesaj şablonları.",[-],-,,,,,Desi: Kargo hacim ağırlığı hesabı
144,0,Depo/Operasyon,"İç süreç: kabul, stok, paketleme kontrol listesi.",[-],-,,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
,,,,,,,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
150,0,Yayın Öncesi Kontrol,"Ürün, fiyat, kargo, ödeme, piksel, hız, çerez onayı.",[-],Checklist,,,,,KVKK/Çerez Politikası: Veri işleme ve çerez izinleri || Desi: Kargo hacim ağırlığı hesabı
151,0,Yayın & İlk 7 Gün,Yoğun trafik/izleme; günlük rapor.,[-],-,,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
152,0,Analitik Paneli,"GA4, reklam panelleri; ROAS/LTV.",[-],Analytics,,,,,GA4: Google Analytics 4
153,0,İyileştirme Döngüsü,"Koleksiyon, kategori, en iyi 20% ürün; zayıfı kaldır/güncelle.",[-],-,,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
154,0,Ölçekleme,"Bütçe/kanal arttırma, yeni pazar, yeni kategori.",[-],-,,,,,Sipariş Akışı: Sepet → Ödeme → Teslimat → İade
